,user_id,user_name,user_profile_link,badges,reputation,reached,answer_count,questions_count,member_since,post_id
1011724,1011724,Dan,https://stackoverflow.com/users/1011724/dan,"{'gold': 20, 'silver': 96, 'bronze': 164}",45651,3900000,"1,414",115,2011-10-24,49199204
9353614,9353614,寒江雪,https://stackoverflow.com/users/9353614/%e5%af%92%e6%b1%9f%e9%9b%aa,"{'gold': 0, 'silver': 0, 'bronze': 5}",71,3000,0,5,2018-02-13,49189487
7120667,7120667,Rushabh Patel,https://stackoverflow.com/users/7120667/rushabh-patel,"{'gold': 1, 'silver': 17, 'bronze': 37}",2764,1400000,144,54,2016-11-05,49177418
9462280,9462280,Nope,https://stackoverflow.com/users/9462280/nope,"{'gold': 0, 'silver': 0, 'bronze': 1}",1,100,0,1,2018-03-08,49174052
7429864,7429864,jovogt,https://stackoverflow.com/users/7429864/jovogt,"{'gold': 0, 'silver': 0, 'bronze': 2}",11,368,2,2,2017-01-17,49174040
9232757,9232757,A. Prok,https://stackoverflow.com/users/9232757/a-prok,"{'gold': 0, 'silver': 0, 'bronze': 3}",31,205,0,1,2018-01-18,49161283
9456814,9456814,Harry,https://stackoverflow.com/users/9456814/harry,"{'gold': 0, 'silver': 0, 'bronze': 1}",1,97,0,1,2018-03-07,49153340
9445005,9445005,Hari Krishna,https://stackoverflow.com/users/9445005/hari-krishna,"{'gold': 0, 'silver': 1, 'bronze': 2}",41,5000,0,1,2018-03-05,49107634
9444552,9444552,sagi.l,https://stackoverflow.com/users/9444552/sagi-l,"{'gold': 0, 'silver': 0, 'bronze': 1}",11,135,0,1,2018-03-05,49106838
7606428,7606428,Nkuli Thangelane,https://stackoverflow.com/users/7606428/nkuli-thangelane,"{'gold': 0, 'silver': 0, 'bronze': 0}",1,554,0,1,2017-02-22,49106333
9435727,9435727,Ashar,https://stackoverflow.com/users/9435727/ashar,"{'gold': 0, 'silver': 0, 'bronze': 2}",11,113,0,1,2018-03-02,49075982
9417040,9417040,Adarsha,https://stackoverflow.com/users/9417040/adarsha,"{'gold': 0, 'silver': 1, 'bronze': 2}",51,6000,0,2,2018-02-27,49002384
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,49000226
1166362,1166362,arman,https://stackoverflow.com/users/1166362/arman,"{'gold': 0, 'silver': 3, 'bronze': 11}",332,24000,1,7,2012-01-24,48989990
9102053,9102053,Anup,https://stackoverflow.com/users/9102053/anup,"{'gold': 0, 'silver': 1, 'bronze': 6}",63,8000,0,2,2017-12-15,48985905
8485963,8485963,Logan Wilson,https://stackoverflow.com/users/8485963/logan-wilson,"{'gold': 0, 'silver': 1, 'bronze': 7}",51,5000,1,3,2017-08-18,48978718
529800,529800,Sepehr,https://stackoverflow.com/users/529800/sepehr,"{'gold': 0, 'silver': 1, 'bronze': 4}",23,3000,0,2,2010-12-03,48956020
1984860,1984860,Markus Wilhelm,https://stackoverflow.com/users/1984860/markus-wilhelm,"{'gold': 2, 'silver': 3, 'bronze': 11}",171,44000,1,15,2013-01-16,48954878
2862496,2862496,user2862496,https://stackoverflow.com/users/2862496/user2862496,"{'gold': 5, 'silver': 12, 'bronze': 21}",237,143000,1,15,2013-10-09,48954257
2621303,2621303,Tiberiu,https://stackoverflow.com/users/2621303/tiberiu,"{'gold': 4, 'silver': 20, 'bronze': 36}",1020,124000,22,50,2013-07-26,48951557
4308969,4308969,Abraham Escalante,https://stackoverflow.com/users/4308969/abraham-escalante,"{'gold': 0, 'silver': 1, 'bronze': 4}",45,3000,1,3,2014-11-30,48935263
1984860,1984860,Markus Wilhelm,https://stackoverflow.com/users/1984860/markus-wilhelm,"{'gold': 2, 'silver': 3, 'bronze': 11}",171,44000,1,15,2013-01-16,48927229
9198879,9198879,Andrea Mariani,https://stackoverflow.com/users/9198879/andrea-mariani,"{'gold': 0, 'silver': 0, 'bronze': 3}",31,2000,0,1,2018-01-10,48925902
9016110,9016110,Hua,https://stackoverflow.com/users/9016110/hua,"{'gold': 0, 'silver': 0, 'bronze': 2}",31,383,0,1,2017-11-27,48915750
9393231,9393231,Alex Brown,https://stackoverflow.com/users/9393231/alex-brown,"{'gold': 0, 'silver': 0, 'bronze': 3}",19,1000,0,1,2018-02-21,48915519
8287445,8287445,thirdeye802,https://stackoverflow.com/users/8287445/thirdeye802,"{'gold': 0, 'silver': 0, 'bronze': 4}",3,1000,0,1,2017-07-11,48907176
8469623,8469623,abu,https://stackoverflow.com/users/8469623/abu,"{'gold': 5, 'silver': 8, 'bronze': 22}",777,106000,2,22,2017-08-15,48907003
1389197,1389197,Animattronic,https://stackoverflow.com/users/1389197/animattronic,"{'gold': 1, 'silver': 5, 'bronze': 10}",375,45000,0,4,2012-05-11,48901169
1166194,1166194,Michael Allman,https://stackoverflow.com/users/1166194/michael-allman,"{'gold': 0, 'silver': 0, 'bronze': 5}",116,2000,1,3,2012-01-24,48897340
304690,304690,gliptak,https://stackoverflow.com/users/304690/gliptak,"{'gold': 2, 'silver': 32, 'bronze': 63}",3660,551000,66,27,2010-03-30,48869016
6287730,6287730,David Comfort,https://stackoverflow.com/users/6287730/david-comfort,"{'gold': 0, 'silver': 0, 'bronze': 6}",153,8000,2,7,2016-05-03,48837328
6237093,6237093,David Leal,https://stackoverflow.com/users/6237093/david-leal,"{'gold': 5, 'silver': 35, 'bronze': 66}",6739,974000,371,53,2016-04-21,48833097
8369515,8369515,user8369515,https://stackoverflow.com/users/8369515/user8369515,"{'gold': 1, 'silver': 6, 'bronze': 17}",525,102000,1,24,2017-07-26,48832512
2259468,2259468,EngrStudent,https://stackoverflow.com/users/2259468/engrstudent,"{'gold': 0, 'silver': 31, 'bronze': 51}",1972,130000,48,71,2013-04-08,48830659
2259468,2259468,EngrStudent,https://stackoverflow.com/users/2259468/engrstudent,"{'gold': 0, 'silver': 31, 'bronze': 51}",1972,130000,48,71,2013-04-08,48830541
2232265,2232265,zkurtz,https://stackoverflow.com/users/2232265/zkurtz,"{'gold': 7, 'silver': 31, 'bronze': 67}",3270,310000,23,75,2013-04-01,48810326
8385899,8385899,Coco,https://stackoverflow.com/users/8385899/coco,"{'gold': 0, 'silver': 3, 'bronze': 8}",261,36000,1,2,2017-07-29,48805063
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,48795297
7496453,7496453,jatin singh,https://stackoverflow.com/users/7496453/jatin-singh,"{'gold': 1, 'silver': 1, 'bronze': 13}",123,73000,4,17,2017-01-31,48761938
8469623,8469623,abu,https://stackoverflow.com/users/8469623/abu,"{'gold': 5, 'silver': 8, 'bronze': 22}",777,106000,2,22,2017-08-15,48750531
1865782,1865782,may,https://stackoverflow.com/users/1865782/may,"{'gold': 0, 'silver': 0, 'bronze': 3}",61,2000,0,3,2012-11-30,48744565
9288916,9288916,a_geo,https://stackoverflow.com/users/9288916/a-geo,"{'gold': 1, 'silver': 1, 'bronze': 6}",187,17000,0,5,2018-01-30,48706347
7676016,7676016,Aryo Pradipta Gema,https://stackoverflow.com/users/7676016/aryo-pradipta-gema,"{'gold': 3, 'silver': 15, 'bronze': 30}",1230,148000,6,16,2017-03-08,48698385
9336058,9336058,김태훈,https://stackoverflow.com/users/9336058/%ea%b9%80%ed%83%9c%ed%9b%88,"{'gold': 0, 'silver': 0, 'bronze': 1}",11,158,1,1,2018-02-09,48697292
3788582,3788582,Vypa,https://stackoverflow.com/users/3788582/vypa,"{'gold': 0, 'silver': 1, 'bronze': 6}",71,5000,0,2,2014-06-29,48676228
9319794,9319794,user1234,https://stackoverflow.com/users/9319794/user1234,"{'gold': 0, 'silver': 0, 'bronze': 3}",3,450,0,1,2018-02-06,48656028
9288916,9288916,a_geo,https://stackoverflow.com/users/9288916/a-geo,"{'gold': 1, 'silver': 1, 'bronze': 6}",187,17000,0,5,2018-01-30,48645255
7618228,7618228,mmonjas,https://stackoverflow.com/users/7618228/mmonjas,"{'gold': 0, 'silver': 0, 'bronze': 6}",45,4000,1,3,2017-02-24,48642605
3386991,3386991,Yehoshaphat Schellekens,https://stackoverflow.com/users/3386991/yehoshaphat-schellekens,"{'gold': 2, 'silver': 23, 'bronze': 55}",2365,255000,37,92,2014-03-06,48639220
9319286,9319286,Nguyễn Thanh Tú,https://stackoverflow.com/users/9319286/nguy%e1%bb%85n-thanh-t%c3%ba,"{'gold': 0, 'silver': 0, 'bronze': 1}",11,84,0,1,2018-02-05,48633281
9238871,9238871,ajax,https://stackoverflow.com/users/9238871/ajax,"{'gold': 0, 'silver': 1, 'bronze': 11}",131,13000,0,13,2018-01-19,48617076
2177373,2177373,slowD,https://stackoverflow.com/users/2177373/slowd,"{'gold': 0, 'silver': 2, 'bronze': 14}",339,15000,1,8,2013-03-16,48588299
983028,983028,cryo111,https://stackoverflow.com/users/983028/cryo111,"{'gold': 1, 'silver': 17, 'bronze': 37}",4474,366000,119,32,2011-10-06,48580085
7120667,7120667,Rushabh Patel,https://stackoverflow.com/users/7120667/rushabh-patel,"{'gold': 1, 'silver': 17, 'bronze': 37}",2764,1400000,144,54,2016-11-05,48569509
8366375,8366375,rknimmakayala,https://stackoverflow.com/users/8366375/rknimmakayala,"{'gold': 0, 'silver': 0, 'bronze': 1}",21,2000,0,5,2017-07-25,48553191
7984336,7984336,Arun Lakhotia,https://stackoverflow.com/users/7984336/arun-lakhotia,"{'gold': 0, 'silver': 1, 'bronze': 3}",51,3000,0,5,2017-05-09,48538135
1077587,1077587,Sateesh K,https://stackoverflow.com/users/1077587/sateesh-k,"{'gold': 3, 'silver': 19, 'bronze': 49}",1081,140000,23,73,2011-12-02,48531506
3485304,3485304,Andriy T.,https://stackoverflow.com/users/3485304/andriy-t,"{'gold': 0, 'silver': 13, 'bronze': 23}",2030,309000,68,12,2014-04-01,48525653
9288916,9288916,a_geo,https://stackoverflow.com/users/9288916/a-geo,"{'gold': 1, 'silver': 1, 'bronze': 6}",187,17000,0,5,2018-01-30,48521538
7496453,7496453,jatin singh,https://stackoverflow.com/users/7496453/jatin-singh,"{'gold': 1, 'silver': 1, 'bronze': 13}",123,73000,4,17,2017-01-31,48490900
2263303,2263303,Clem Wang,https://stackoverflow.com/users/2263303/clem-wang,"{'gold': 0, 'silver': 8, 'bronze': 16}",739,728000,32,15,2013-04-09,48470944
2263303,2263303,Clem Wang,https://stackoverflow.com/users/2263303/clem-wang,"{'gold': 0, 'silver': 8, 'bronze': 16}",739,728000,32,15,2013-04-09,48470043
2796123,2796123,deepAgrawal,https://stackoverflow.com/users/2796123/deepagrawal,"{'gold': 1, 'silver': 7, 'bronze': 31}",723,60000,5,45,2013-09-19,48469361
3700437,3700437,tomaz,https://stackoverflow.com/users/3700437/tomaz,"{'gold': 0, 'silver': 5, 'bronze': 14}",512,13000,10,11,2014-06-02,48463961
6434448,6434448,tricky,https://stackoverflow.com/users/6434448/tricky,"{'gold': 1, 'silver': 17, 'bronze': 27}",1553,164000,30,23,2016-06-07,48441368
9259652,9259652,Hyo Yong Jeong,https://stackoverflow.com/users/9259652/hyo-yong-jeong,"{'gold': 0, 'silver': 0, 'bronze': 1}",1,140,1,1,2018-01-24,48413425
6552685,6552685,VShankar,https://stackoverflow.com/users/6552685/vshankar,"{'gold': 0, 'silver': 0, 'bronze': 3}",151,930,1,3,2016-07-05,48410708
9255774,9255774,José Antonio Blanco,https://stackoverflow.com/users/9255774/jos%c3%a9-antonio-blanco,"{'gold': 0, 'silver': 0, 'bronze': 4}",13,3000,0,4,2018-01-23,48397934
79113,79113,David Faivre,https://stackoverflow.com/users/79113/david-faivre,"{'gold': 4, 'silver': 23, 'bronze': 25}",2342,484000,17,18,2009-03-17,48392125
9095133,9095133,Pedro Schuller,https://stackoverflow.com/users/9095133/pedro-schuller,"{'gold': 0, 'silver': 1, 'bronze': 14}",290,7000,5,3,2017-12-13,48387458
9249851,9249851,CoolUser,https://stackoverflow.com/users/9249851/cooluser,"{'gold': 0, 'silver': 0, 'bronze': 1}",21,566,0,1,2018-01-22,48375715
2796123,2796123,deepAgrawal,https://stackoverflow.com/users/2796123/deepagrawal,"{'gold': 1, 'silver': 7, 'bronze': 31}",723,60000,5,45,2013-09-19,48330026
6845997,6845997,Angel Lordan,https://stackoverflow.com/users/6845997/angel-lordan,"{'gold': 0, 'silver': 3, 'bronze': 13}",121,19000,3,10,2016-09-18,48317921
2259468,2259468,EngrStudent,https://stackoverflow.com/users/2259468/engrstudent,"{'gold': 0, 'silver': 31, 'bronze': 51}",1972,130000,48,71,2013-04-08,48309192
7821090,7821090,urganmax,https://stackoverflow.com/users/7821090/urganmax,"{'gold': 0, 'silver': 1, 'bronze': 7}",98,2000,4,2,2017-04-05,48306967
3198674,3198674,mlee_jordan,https://stackoverflow.com/users/3198674/mlee-jordan,"{'gold': 4, 'silver': 20, 'bronze': 54}",842,181000,3,84,2014-01-15,48306081
5552903,5552903,Patrick Ng,https://stackoverflow.com/users/5552903/patrick-ng,"{'gold': 0, 'silver': 0, 'bronze': 8}",180,23000,3,5,2015-11-12,48274614
5552903,5552903,Patrick Ng,https://stackoverflow.com/users/5552903/patrick-ng,"{'gold': 0, 'silver': 0, 'bronze': 8}",180,23000,3,5,2015-11-12,48273808
2469032,2469032,PingPong,https://stackoverflow.com/users/2469032/pingpong,"{'gold': 0, 'silver': 6, 'bronze': 15}",955,31000,4,30,2013-06-09,48235159
6872023,6872023,Daniel,https://stackoverflow.com/users/6872023/daniel,"{'gold': 0, 'silver': 0, 'bronze': 0}",1,307,0,1,2016-09-23,48213625
7792598,7792598,user7792598,https://stackoverflow.com/users/7792598/user7792598,"{'gold': 1, 'silver': 6, 'bronze': 18}",197,50000,3,22,2017-03-30,48212530
8149160,8149160,RamakanthReddy Kowdampalli,https://stackoverflow.com/users/8149160/ramakanthreddy-kowdampalli,"{'gold': 0, 'silver': 1, 'bronze': 8}",45,6000,1,4,2017-06-12,48208691
8315634,8315634,Soumya Boral,https://stackoverflow.com/users/8315634/soumya-boral,"{'gold': 1, 'silver': 16, 'bronze': 33}",1329,1200000,22,45,2017-07-16,48140279
9183024,9183024,Edward,https://stackoverflow.com/users/9183024/edward,"{'gold': 0, 'silver': 0, 'bronze': 4}",23,2000,1,2,2018-01-07,48134000
9182115,9182115,Suhail,https://stackoverflow.com/users/9182115/suhail,"{'gold': 0, 'silver': 0, 'bronze': 1}",11,364,0,1,2018-01-06,48130735
1933981,1933981,Ben,https://stackoverflow.com/users/1933981/ben,"{'gold': 1, 'silver': 10, 'bronze': 29}",675,69000,2,32,2012-12-28,48103924
8952227,8952227,crenbaerry93,https://stackoverflow.com/users/8952227/crenbaerry93,"{'gold': 0, 'silver': 0, 'bronze': 3}",11,409,0,2,2017-11-16,48094985
8979422,8979422,Sooraj,https://stackoverflow.com/users/8979422/sooraj,"{'gold': 0, 'silver': 4, 'bronze': 21}",524,42000,5,10,2017-11-21,48090102
1928229,1928229,XentneX,https://stackoverflow.com/users/1928229/xentnex,"{'gold': 0, 'silver': 0, 'bronze': 6}",117,2000,1,6,2012-12-25,48086448
7469564,7469564,renegademonkey,https://stackoverflow.com/users/7469564/renegademonkey,"{'gold': 1, 'silver': 7, 'bronze': 18}",467,40000,3,22,2017-01-25,48076913
8911004,8911004,Srihari Mohan,https://stackoverflow.com/users/8911004/srihari-mohan,"{'gold': 1, 'silver': 1, 'bronze': 11}",145,35000,2,11,2017-11-09,48075535
9164447,9164447,Stacy S.,https://stackoverflow.com/users/9164447/stacy-s,"{'gold': 0, 'silver': 0, 'bronze': 2}",21,1000,0,1,2018-01-02,48064171
4610057,4610057,SlyFox,https://stackoverflow.com/users/4610057/slyfox,"{'gold': 0, 'silver': 3, 'bronze': 7}",180,19000,6,5,2015-02-26,48059291
6539531,6539531,sometimesiwritecode,https://stackoverflow.com/users/6539531/sometimesiwritecode,"{'gold': 7, 'silver': 34, 'bronze': 71}",3183,388000,22,95,2016-07-01,48057200
8359189,8359189,Julian Xu Han,https://stackoverflow.com/users/8359189/julian-xu-han,"{'gold': 0, 'silver': 1, 'bronze': 3}",1,3000,0,1,2017-07-24,48055082
6539531,6539531,sometimesiwritecode,https://stackoverflow.com/users/6539531/sometimesiwritecode,"{'gold': 7, 'silver': 34, 'bronze': 71}",3183,388000,22,95,2016-07-01,48054670
2263303,2263303,Clem Wang,https://stackoverflow.com/users/2263303/clem-wang,"{'gold': 0, 'silver': 8, 'bronze': 16}",739,728000,32,15,2013-04-09,48044253
4481339,4481339,Ahsan,https://stackoverflow.com/users/4481339/ahsan,"{'gold': 2, 'silver': 6, 'bronze': 21}",561,100000,0,37,2015-01-22,48020172
7886897,7886897,Luckylukee,https://stackoverflow.com/users/7886897/luckylukee,"{'gold': 2, 'silver': 10, 'bronze': 28}",585,159000,4,56,2017-04-19,47989027
7504062,7504062,Paul Hannah,https://stackoverflow.com/users/7504062/paul-hannah,"{'gold': 0, 'silver': 0, 'bronze': 1}",11,130,0,1,2017-02-02,47984428
7296442,7296442,dakinc,https://stackoverflow.com/users/7296442/dakinc,"{'gold': 0, 'silver': 0, 'bronze': 3}",23,349,0,1,2016-12-14,47983519
4193448,4193448,mtricht,https://stackoverflow.com/users/4193448/mtricht,"{'gold': 0, 'silver': 4, 'bronze': 16}",452,13000,18,6,2014-10-29,47943530
2630758,2630758,Frank B.,https://stackoverflow.com/users/2630758/frank-b,"{'gold': 5, 'silver': 25, 'bronze': 46}",1873,280000,5,54,2013-07-29,47942490
2515808,2515808,Shekhar Sahu,https://stackoverflow.com/users/2515808/shekhar-sahu,"{'gold': 1, 'silver': 7, 'bronze': 19}",573,241000,13,9,2013-06-24,47927169
8818036,8818036,valenook.ua,https://stackoverflow.com/users/8818036/valenook-ua,"{'gold': 0, 'silver': 0, 'bronze': 3}",13,2000,0,2,2017-10-23,47925196
4134298,4134298,xcsob,https://stackoverflow.com/users/4134298/xcsob,"{'gold': 0, 'silver': 1, 'bronze': 9}",63,8000,1,6,2014-10-12,47894205
5173287,5173287,mparada,https://stackoverflow.com/users/5173287/mparada,"{'gold': 0, 'silver': 0, 'bronze': 9}",160,6000,3,6,2015-07-30,47829169
7469564,7469564,renegademonkey,https://stackoverflow.com/users/7469564/renegademonkey,"{'gold': 1, 'silver': 7, 'bronze': 18}",467,40000,3,22,2017-01-25,47828510
3198674,3198674,mlee_jordan,https://stackoverflow.com/users/3198674/mlee-jordan,"{'gold': 4, 'silver': 20, 'bronze': 54}",842,181000,3,84,2014-01-15,47817730
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,47784467
8469623,8469623,abu,https://stackoverflow.com/users/8469623/abu,"{'gold': 5, 'silver': 8, 'bronze': 22}",777,106000,2,22,2017-08-15,47775759
7849530,7849530,Vasiliy Nerozin,https://stackoverflow.com/users/7849530/vasiliy-nerozin,"{'gold': 0, 'silver': 0, 'bronze': 5}",21,819,1,3,2017-04-11,47775255
8469623,8469623,abu,https://stackoverflow.com/users/8469623/abu,"{'gold': 5, 'silver': 8, 'bronze': 22}",777,106000,2,22,2017-08-15,47773965
3363634,3363634,floyergilmour,https://stackoverflow.com/users/3363634/floyergilmour,"{'gold': 0, 'silver': 1, 'bronze': 9}",125,12000,3,12,2014-02-28,47773338
5565385,5565385,andy,https://stackoverflow.com/users/5565385/andy,"{'gold': 0, 'silver': 0, 'bronze': 3}",21,1000,0,4,2015-11-15,47759418
935376,935376,Zenvega,https://stackoverflow.com/users/935376/zenvega,"{'gold': 9, 'silver': 29, 'bronze': 48}",2054,564000,2,76,2011-09-08,47759165
9060165,9060165,Kousthubha,https://stackoverflow.com/users/9060165/kousthubha,"{'gold': 0, 'silver': 0, 'bronze': 4}",59,1000,0,4,2017-12-06,47747662
5451490,5451490,Christopher Mancuso,https://stackoverflow.com/users/5451490/christopher-mancuso,"{'gold': 1, 'silver': 3, 'bronze': 8}",351,26000,0,4,2015-10-15,47722933
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,47722047
7849530,7849530,Vasiliy Nerozin,https://stackoverflow.com/users/7849530/vasiliy-nerozin,"{'gold': 0, 'silver': 0, 'bronze': 5}",21,819,1,3,2017-04-11,47714901
2047526,2047526,Bardiya Choupani,https://stackoverflow.com/users/2047526/bardiya-choupani,"{'gold': 1, 'silver': 2, 'bronze': 10}",165,30000,3,10,2013-02-06,47703196
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,47702323
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,47702022
4105884,4105884,AdrianD,https://stackoverflow.com/users/4105884/adriand,"{'gold': 0, 'silver': 0, 'bronze': 6}",51,4000,0,5,2014-10-03,47696590
2547739,2547739,Paul Lo,https://stackoverflow.com/users/2547739/paul-lo,"{'gold': 6, 'silver': 32, 'bronze': 37}",6138,939000,177,9,2013-07-03,47656525
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,47644657
1507823,1507823,wc001,https://stackoverflow.com/users/1507823/wc001,"{'gold': 0, 'silver': 0, 'bronze': 6}",133,5000,0,5,2012-07-06,47639493
3788557,3788557,runningbirds,https://stackoverflow.com/users/3788557/runningbirds,"{'gold': 14, 'silver': 61, 'bronze': 101}",6565,1000000,2,170,2014-06-29,47625766
3587303,3587303,wake_wake,https://stackoverflow.com/users/3587303/wake-wake,"{'gold': 2, 'silver': 21, 'bronze': 49}",1214,121000,6,54,2014-04-29,47609200
9032316,9032316,YK95,https://stackoverflow.com/users/9032316/yk95,"{'gold': 0, 'silver': 0, 'bronze': 1}",21,475,0,1,2017-11-30,47568866
1769120,1769120,user1769120,https://stackoverflow.com/users/1769120/user1769120,"{'gold': 0, 'silver': 1, 'bronze': 7}",107,5000,1,4,2012-10-23,47563536
